ccode,name,num_code,year,age,sex,population
GHA,Ghana,288,2028,32,female,259102.592
GHA,Ghana,288,2028,32,male,264094.912
GHA,Ghana,288,2028,33,female,253385.63199999998
GHA,Ghana,288,2028,33,male,257239.872
GHA,Ghana,288,2028,34,female,247494.656
GHA,Ghana,288,2028,34,male,249962.78399999999
GHA,Ghana,288,2028,35,female,241763.23200000002
GHA,Ghana,288,2028,35,male,242822.08
GHA,Ghana,288,2029,15,female,245156.03200000004
GHA,Ghana,288,2029,15,male,256002.01599999997
GHA,Ghana,288,2029,16,female,358484.70399999997
GHA,Ghana,288,2029,16,male,374402.36799999996
GHA,Ghana,288,2029,17,female,430437.82399999996
GHA,Ghana,288,2029,17,male,448717.88800000004
GHA,Ghana,288,2029,18,female,434277.984
GHA,Ghana,288,2029,18,male,450590.048
GHA,Ghana,288,2029,19,female,393943.45599999995
GHA,Ghana,288,2029,19,male,405527.68000000005
GHA,Ghana,288,2029,20,female,373079.072
GHA,Ghana,288,2029,20,male,387240.95999999996
GHA,Ghana,288,2029,21,female,341382.208
GHA,Ghana,288,2029,21,male,354088.928
GHA,Ghana,288,2029,22,female,316442.848
GHA,Ghana,288,2029,22,male,327859.168
GHA,Ghana,288,2029,23,female,308239.648
GHA,Ghana,288,2029,23,male,318886.04799999995
GHA,Ghana,288,2029,24,female,310196.22400000005
GHA,Ghana,288,2029,24,male,320384.896
GHA,Ghana,288,2029,25,female,305668.576
GHA,Ghana,288,2029,25,male,315113.696
GHA,Ghana,288,2029,26,female,297878.75200000004
GHA,Ghana,288,2029,26,male,306373.28
GHA,Ghana,288,2029,27,female,290856.352
GHA,Ghana,288,2029,27,male,298580.0
GHA,Ghana,288,2029,28,female,284916.19200000004
GHA,Ghana,288,2029,28,male,292168.63999999996
GHA,Ghana,288,2029,29,female,279700.128
GHA,Ghana,288,2029,29,male,286644.384
GHA,Ghana,288,2029,30,female,274580.38399999996
GHA,Ghana,288,2029,30,male,281110.88
GHA,Ghana,288,2029,31,female,269736.73600000003
GHA,Ghana,288,2029,31,male,275787.296
GHA,Ghana,288,2029,32,female,264544.09599999996
GHA,Ghana,288,2029,32,male,269955.456
GHA,Ghana,288,2029,33,female,258645.21600000001
GHA,Ghana,288,2029,33,male,263179.936
GHA,Ghana,288,2029,34,female,252353.568
GHA,Ghana,288,2029,34,male,255806.432
GHA,Ghana,288,2029,35,female,246302.016
GHA,Ghana,288,2029,35,male,248626.08000000002
GHA,Ghana,288,2030,15,female,250398.24000000002
GHA,Ghana,288,2030,15,male,261309.91999999998
GHA,Ghana,288,2030,16,female,366116.31999999995
GHA,Ghana,288,2030,16,male,382130.72
GHA,Ghana,288,2030,17,female,439601.12000000005
GHA,Ghana,288,2030,17,male,457976.32
GHA,Ghana,288,2030,18,female,443563.51999999996
GHA,Ghana,288,2030,18,male,459918.72000000003
GHA,Ghana,288,2030,19,female,402420.8
GHA,Ghana,288,2030,19,male,413964.32
GHA,Ghana,288,2030,20,female,381512.80000000005
GHA,Ghana,288,2030,20,male,395775.99999999994
GHA,Ghana,288,2030,21,female,349397.92
GHA,Ghana,288,2030,21,male,362240.0
GHA,Ghana,288,2030,22,female,323919.52
GHA,Ghana,288,2030,22,male,335464.80000000005
GHA,Ghana,288,2030,23,female,315118.72
GHA,Ghana,288,2030,23,male,325824.0
GHA,Ghana,288,2030,24,female,316451.04
GHA,Ghana,288,2030,24,male,326595.19999999995
GHA,Ghana,288,2030,25,female,311202.56
GHA,Ghana,288,2030,25,male,320518.08
GHA,Ghana,288,2030,26,female,302562.08
GHA,Ghana,288,2030,26,male,310847.52
GHA,Ghana,288,2030,27,female,295026.88
GHA,Ghana,288,2030,27,male,302520.31999999995
GHA,Ghana,288,2030,28,female,289122.88
GHA,Ghana,288,2030,28,male,296213.12
GHA,Ghana,288,2030,29,female,284285.60000000003
GHA,Ghana,288,2030,29,male,291200.96
GHA,Ghana,288,2030,30,female,279487.52
GHA,Ghana,288,2030,30,male,286121.12
GHA,Ghana,288,2030,31,female,275009.6
GHA,Ghana,288,2030,31,male,281292.8
GHA,Ghana,288,2030,32,female,269985.6
GHA,Ghana,288,2030,32,male,275816.00000000006
GHA,Ghana,288,2030,33,female,263904.80000000005
GHA,Ghana,288,2030,33,male,269120.0
GHA,Ghana,288,2030,34,female,257212.48000000004
GHA,Ghana,288,2030,34,male,261650.08000000002
GHA,Ghana,288,2030,35,female,250840.8
GHA,Ghana,288,2030,35,male,254430.08000000002
GHA,Ghana,288,2031,15,female,251718.59200000003
GHA,Ghana,288,2031,15,male,262634.88
GHA,Ghana,288,2031,16,female,367978.78400000004
GHA,Ghana,288,2031,16,male,383998.272
GHA,Ghana,288,2031,17,female,442189.504
GHA,Ghana,288,2031,17,male,460552.032
GHA,Ghana,288,2031,18,female,447128.86399999994
GHA,Ghana,288,2031,18,male,463426.752
GHA,Ghana,288,2031,19,female,407084.256
GHA,Ghana,288,2031,19,male,418508.064
GHA,Ghana,288,2031,20,female,387801.92
GHA,Ghana,288,2031,20,male,402144.9280000001
GHA,Ghana,288,2031,21,female,357012.35199999996
GHA,Ghana,288,2031,21,male,369989.34400000004
GHA,Ghana,288,2031,22,female,332424.67199999996
GHA,Ghana,288,2031,22,male,344128.704
GHA,Ghana,288,2031,23,female,323834.432
GHA,Ghana,288,2031,23,male,334672.38399999996
GHA,Ghana,288,2031,24,female,324906.62399999995
GHA,Ghana,288,2031,24,male,335124.64
GHA,Ghana,288,2031,25,female,319425.184
GHA,Ghana,288,2031,25,male,328765.85599999997
GHA,Ghana,288,2031,26,female,310530.72
GHA,Ghana,288,2031,26,male,318802.56
GHA,Ghana,288,2031,27,female,302580.16
GHA,Ghana,288,2031,27,male,310006.08
GHA,Ghana,288,2031,28,female,296096.16
GHA,Ghana,288,2031,28,male,303044.32
GHA,Ghana,288,2031,29,female,290587.77599999995
GHA,Ghana,288,2031,29,male,297281.184
GHA,Ghana,288,2031,30,female,285066.528
GHA,Ghana,288,2031,30,male,291411.232
GHA,Ghana,288,2031,31,female,279760.25600000005
GHA,Ghana,288,2031,31,male,285693.824
GHA,Ghana,288,2031,32,female,274233.05600000004
GHA,Ghana,288,2031,32,male,279709.984
GHA,Ghana,288,2031,33,female,268178.17600000004
GHA,Ghana,288,2031,33,male,273119.104
GHA,Ghana,288,2031,34,female,261841.98400000003
GHA,Ghana,288,2031,34,male,266145.85599999997
GHA,Ghana,288,2031,35,female,255770.816
GHA,Ghana,288,2031,35,male,259368.70399999997
GHA,Ghana,288,2032,15,female,253038.94400000002
GHA,Ghana,288,2032,15,male,263959.83999999997
GHA,Ghana,288,2032,16,female,369841.248
GHA,Ghana,288,2032,16,male,385865.82399999996
GHA,Ghana,288,2032,17,female,444777.88800000004
GHA,Ghana,288,2032,17,male,463127.744
GHA,Ghana,288,2032,18,female,450694.208
GHA,Ghana,288,2032,18,male,466934.784
GHA,Ghana,288,2032,19,female,411747.712
GHA,Ghana,288,2032,19,male,423051.808
GHA,Ghana,288,2032,20,female,394091.04000000004
GHA,Ghana,288,2032,20,male,408513.856
GHA,Ghana,288,2032,21,female,364626.784
GHA,Ghana,288,2032,21,male,377738.68799999997
GHA,Ghana,288,2032,22,female,340929.824
GHA,Ghana,288,2032,22,male,352792.60799999995
GHA,Ghana,288,2032,23,female,332550.144
GHA,Ghana,288,2032,23,male,343520.768
GHA,Ghana,288,2032,24,female,333362.208
GHA,Ghana,288,2032,24,male,343654.08
GHA,Ghana,288,2032,25,female,327647.808
GHA,Ghana,288,2032,25,male,337013.63200000004
GHA,Ghana,288,2032,26,female,318499.36000000004
GHA,Ghana,288,2032,26,male,326757.60000000003
GHA,Ghana,288,2032,27,female,310133.44
GHA,Ghana,288,2032,27,male,317491.84
GHA,Ghana,288,2032,28,female,303069.44
GHA,Ghana,288,2032,28,male,309875.52
GHA,Ghana,288,2032,29,female,296889.952
GHA,Ghana,288,2032,29,male,303361.408
GHA,Ghana,288,2032,30,female,290645.53599999996
GHA,Ghana,288,2032,30,male,296701.344
GHA,Ghana,288,2032,31,female,284510.912
GHA,Ghana,288,2032,31,male,290094.84799999994
GHA,Ghana,288,2032,32,female,278480.512
GHA,Ghana,288,2032,32,male,283603.968
GHA,Ghana,288,2032,33,female,272451.55199999997
GHA,Ghana,288,2032,33,male,277118.208
GHA,Ghana,288,2032,34,female,266471.488
GHA,Ghana,288,2032,34,male,270641.63200000004
GHA,Ghana,288,2032,35,female,260700.832
GHA,Ghana,288,2032,35,male,264307.328
GHA,Ghana,288,2033,15,female,254359.29599999997
GHA,Ghana,288,2033,15,male,265284.80000000005
GHA,Ghana,288,2033,16,female,371703.712
GHA,Ghana,288,2033,16,male,387733.37600000005
GHA,Ghana,288,2033,17,female,447366.272
GHA,Ghana,288,2033,17,male,465703.45599999995
GHA,Ghana,288,2033,18,female,454259.55199999997
GHA,Ghana,288,2033,18,male,470442.816
GHA,Ghana,288,2033,19,female,416411.16799999995
GHA,Ghana,288,2033,19,male,427595.552
GHA,Ghana,288,2033,20,female,400380.16
GHA,Ghana,288,2033,20,male,414882.78400000004
GHA,Ghana,288,2033,21,female,372241.216
GHA,Ghana,288,2033,21,male,385488.03199999995
GHA,Ghana,288,2033,22,female,349434.976
GHA,Ghana,288,2033,22,male,361456.512
GHA,Ghana,288,2033,23,female,341265.85599999997
GHA,Ghana,288,2033,23,male,352369.152
GHA,Ghana,288,2033,24,female,341817.792
GHA,Ghana,288,2033,24,male,352183.51999999996
GHA,Ghana,288,2033,25,female,335870.432
GHA,Ghana,288,2033,25,male,345261.408
GHA,Ghana,288,2033,26,female,326467.99999999994
GHA,Ghana,288,2033,26,male,334712.63999999996
GHA,Ghana,288,2033,27,female,317686.72000000003
GHA,Ghana,288,2033,27,male,324977.6
GHA,Ghana,288,2033,28,female,310042.72000000003
GHA,Ghana,288,2033,28,male,316706.72000000003
GHA,Ghana,288,2033,29,female,303192.128
GHA,Ghana,288,2033,29,male,309441.63200000004
GHA,Ghana,288,2033,30,female,296224.54400000005
GHA,Ghana,288,2033,30,male,301991.456
GHA,Ghana,288,2033,31,female,289261.568
GHA,Ghana,288,2033,31,male,294495.87200000003
GHA,Ghana,288,2033,32,female,282727.968
GHA,Ghana,288,2033,32,male,287497.952
GHA,Ghana,288,2033,33,female,276724.92799999996
GHA,Ghana,288,2033,33,male,281117.31200000003
GHA,Ghana,288,2033,34,female,271100.992
GHA,Ghana,288,2033,34,male,275137.408
GHA,Ghana,288,2033,35,female,265630.848
GHA,Ghana,288,2033,35,male,269245.952
GHA,Ghana,288,2034,15,female,255679.648
GHA,Ghana,288,2034,15,male,266609.76000000007
GHA,Ghana,288,2034,16,female,373566.176
GHA,Ghana,288,2034,16,male,389600.928
GHA,Ghana,288,2034,17,female,449954.656
GHA,Ghana,288,2034,17,male,468279.168
GHA,Ghana,288,2034,18,female,457824.896
GHA,Ghana,288,2034,18,male,473950.848
GHA,Ghana,288,2034,19,female,421074.62399999995
GHA,Ghana,288,2034,19,male,432139.296
GHA,Ghana,288,2034,20,female,406669.27999999997
GHA,Ghana,288,2034,20,male,421251.712
GHA,Ghana,288,2034,21,female,379855.648
GHA,Ghana,288,2034,21,male,393237.376
GHA,Ghana,288,2034,22,female,357940.128
GHA,Ghana,288,2034,22,male,370120.41599999997
GHA,Ghana,288,2034,23,female,349981.568
GHA,Ghana,288,2034,23,male,361217.536
GHA,Ghana,288,2034,24,female,350273.376
GHA,Ghana,288,2034,24,male,360712.96
GHA,Ghana,288,2034,25,female,344093.056
GHA,Ghana,288,2034,25,male,353509.184
GHA,Ghana,288,2034,26,female,334436.64
GHA,Ghana,288,2034,26,male,342667.68
GHA,Ghana,288,2034,27,female,325240.0
GHA,Ghana,288,2034,27,male,332463.36
GHA,Ghana,288,2034,28,female,317016.0
GHA,Ghana,288,2034,28,male,323537.92
GHA,Ghana,288,2034,29,female,309494.304
GHA,Ghana,288,2034,29,male,315521.856
GHA,Ghana,288,2034,30,female,301803.55199999997
GHA,Ghana,288,2034,30,male,307281.56799999997
GHA,Ghana,288,2034,31,female,294012.224
GHA,Ghana,288,2034,31,male,298896.89599999995
GHA,Ghana,288,2034,32,female,286975.424
GHA,Ghana,288,2034,32,male,291391.936
GHA,Ghana,288,2034,33,female,280998.30399999995
GHA,Ghana,288,2034,33,male,285116.416
GHA,Ghana,288,2034,34,female,275730.49600000004
GHA,Ghana,288,2034,34,male,279633.184
GHA,Ghana,288,2034,35,female,270560.86400000006
GHA,Ghana,288,2034,35,male,274184.576
GHA,Ghana,288,2035,15,female,257000.0
GHA,Ghana,288,2035,15,male,267934.72
GHA,Ghana,288,2035,16,female,375428.63999999996
GHA,Ghana,288,2035,16,male,391468.48
GHA,Ghana,288,2035,17,female,452543.04
GHA,Ghana,288,2035,17,male,470854.88
GHA,Ghana,288,2035,18,female,461390.24
GHA,Ghana,288,2035,18,male,477458.88
GHA,Ghana,288,2035,19,female,425738.07999999996
GHA,Ghana,288,2035,19,male,436683.04
GHA,Ghana,288,2035,20,female,412958.39999999997
GHA,Ghana,288,2035,20,male,427620.64
GHA,Ghana,288,2035,21,female,387470.08
GHA,Ghana,288,2035,21,male,400986.72
GHA,Ghana,288,2035,22,female,366445.28
GHA,Ghana,288,2035,22,male,378784.32
GHA,Ghana,288,2035,23,female,358697.27999999997
GHA,Ghana,288,2035,23,male,370065.92
GHA,Ghana,288,2035,24,female,358728.96
GHA,Ghana,288,2035,24,male,369242.39999999997
GHA,Ghana,288,2035,25,female,352315.68
GHA,Ghana,288,2035,25,male,361756.96
GHA,Ghana,288,2035,26,female,342405.27999999997
GHA,Ghana,288,2035,26,male,350622.72000000003
GHA,Ghana,288,2035,27,female,332793.27999999997
GHA,Ghana,288,2035,27,male,339949.12
GHA,Ghana,288,2035,28,female,323989.28
GHA,Ghana,288,2035,28,male,330369.12
GHA,Ghana,288,2035,29,female,315796.48
GHA,Ghana,288,2035,29,male,321602.08
GHA,Ghana,288,2035,30,female,307382.56
GHA,Ghana,288,2035,30,male,312571.68
GHA,Ghana,288,2035,31,female,298762.88
GHA,Ghana,288,2035,31,male,303297.92
GHA,Ghana,288,2035,32,female,291222.88
GHA,Ghana,288,2035,32,male,295285.92000000004
GHA,Ghana,288,2035,33,female,285271.68
GHA,Ghana,288,2035,33,male,289115.52
GHA,Ghana,288,2035,34,female,280360.0
GHA,Ghana,288,2035,34,male,284128.96
GHA,Ghana,288,2035,35,female,275490.88
GHA,Ghana,288,2035,35,male,279123.2
GHA,Ghana,288,2036,15,female,257168.19199999998
GHA,Ghana,288,2036,15,male,268212.448
GHA,Ghana,288,2036,16,female,375745.12
GHA,Ghana,288,2036,16,male,391953.824
GHA,Ghana,288,2036,17,female,453017.76
GHA,Ghana,288,2036,17,male,471488.70399999997
GHA,Ghana,288,2036,18,female,462019.04
GHA,Ghana,288,2036,18,male,478129.66400000005
GHA,Ghana,288,2036,19,female,426549.88800000004
GHA,Ghana,288,2036,19,male,437355.36000000004
GHA,Ghana,288,2036,20,female,414375.58400000003
GHA,Ghana,288,2036,20,male,429043.87200000003
GHA,Ghana,288,2036,21,female,389208.992
GHA,Ghana,288,2036,21,male,402689.312
GHA,Ghana,288,2036,22,female,368829.15199999994
GHA,Ghana,288,2036,22,male,381115.872
GHA,Ghana,288,2036,23,female,362203.712
GHA,Ghana,288,2036,23,male,373547.712
GHA,Ghana,288,2036,24,female,363622.56
GHA,Ghana,288,2036,24,male,374163.232
GHA,Ghana,288,2036,25,female,358519.58400000003
GHA,Ghana,288,2036,25,male,368032.76800000004
GHA,Ghana,288,2036,26,female,349941.984
GHA,Ghana,288,2036,26,male,358281.56799999997
GHA,Ghana,288,2036,27,female,341233.024
GHA,Ghana,288,2036,27,male,348518.528
GHA,Ghana,288,2036,28,female,332652.38399999996
GHA,Ghana,288,2036,28,male,339101.56799999997
GHA,Ghana,288,2036,29,female,324213.02400000003
GHA,Ghana,288,2036,29,male,329985.568
GHA,Ghana,288,2036,30,female,315585.40800000005
GHA,Ghana,288,2036,30,male,320652.0
GHA,Ghana,288,2036,31,female,306736.064
GHA,Ghana,288,2036,31,male,311065.984
GHA,Ghana,288,2036,32,female,298798.304
GHA,Ghana,288,2036,32,male,302582.144
GHA,Ghana,288,2036,33,female,292272.70399999997
GHA,Ghana,288,2036,33,male,295779.744
GHA,Ghana,288,2036,34,female,286687.52
GHA,Ghana,288,2036,34,male,290080.128
GHA,Ghana,288,2036,35,female,281094.496
GHA,Ghana,288,2036,35,male,284320.70399999997
GHA,Ghana,288,2037,15,female,257336.38400000002
GHA,Ghana,288,2037,15,male,268490.176
GHA,Ghana,288,2037,16,female,376061.6
GHA,Ghana,288,2037,16,male,392439.16800000006
GHA,Ghana,288,2037,17,female,453492.48
GHA,Ghana,288,2037,17,male,472122.528
GHA,Ghana,288,2037,18,female,462647.83999999997
GHA,Ghana,288,2037,18,male,478800.44800000003
GHA,Ghana,288,2037,19,female,427361.69600000005
GHA,Ghana,288,2037,19,male,438027.68000000005
GHA,Ghana,288,2037,20,female,415792.76800000004
GHA,Ghana,288,2037,20,male,430467.104
GHA,Ghana,288,2037,21,female,390947.904
GHA,Ghana,288,2037,21,male,404391.90400000004
GHA,Ghana,288,2037,22,female,371213.02400000003
GHA,Ghana,288,2037,22,male,383447.424
GHA,Ghana,288,2037,23,female,365710.14400000003
GHA,Ghana,288,2037,23,male,377029.50399999996
GHA,Ghana,288,2037,24,female,368516.16000000003
GHA,Ghana,288,2037,24,male,379084.064
GHA,Ghana,288,2037,25,female,364723.48799999995
GHA,Ghana,288,2037,25,male,374308.576
GHA,Ghana,288,2037,26,female,357478.688
GHA,Ghana,288,2037,26,male,365940.416
GHA,Ghana,288,2037,27,female,349672.768
GHA,Ghana,288,2037,27,male,357087.936
GHA,Ghana,288,2037,28,female,341315.488
GHA,Ghana,288,2037,28,male,347834.016
GHA,Ghana,288,2037,29,female,332629.568
GHA,Ghana,288,2037,29,male,338369.056
GHA,Ghana,288,2037,30,female,323788.256
GHA,Ghana,288,2037,30,male,328732.31999999995
GHA,Ghana,288,2037,31,female,314709.248
GHA,Ghana,288,2037,31,male,318834.048
GHA,Ghana,288,2037,32,female,306373.72799999994
GHA,Ghana,288,2037,32,male,309878.368
GHA,Ghana,288,2037,33,female,299273.728
GHA,Ghana,288,2037,33,male,302443.968
GHA,Ghana,288,2037,34,female,293015.04
GHA,Ghana,288,2037,34,male,296031.296
GHA,Ghana,288,2037,35,female,286698.112
GHA,Ghana,288,2037,35,male,289518.20800000004
GHA,Ghana,288,2038,15,female,257504.57599999997
GHA,Ghana,288,2038,15,male,268767.90400000004
GHA,Ghana,288,2038,16,female,376378.08
GHA,Ghana,288,2038,16,male,392924.51200000005
GHA,Ghana,288,2038,17,female,453967.2
GHA,Ghana,288,2038,17,male,472756.352
GHA,Ghana,288,2038,18,female,463276.64
GHA,Ghana,288,2038,18,male,479471.23199999996
GHA,Ghana,288,2038,19,female,428173.50399999996
GHA,Ghana,288,2038,19,male,438700.00000000006
GHA,Ghana,288,2038,20,female,417209.95200000005
GHA,Ghana,288,2038,20,male,431890.33600000007
GHA,Ghana,288,2038,21,female,392686.81600000005
GHA,Ghana,288,2038,21,male,406094.496
GHA,Ghana,288,2038,22,female,373596.896
GHA,Ghana,288,2038,22,male,385778.976
GHA,Ghana,288,2038,23,female,369216.57600000006
GHA,Ghana,288,2038,23,male,380511.29600000003
GHA,Ghana,288,2038,24,female,373409.76
GHA,Ghana,288,2038,24,male,384004.896
GHA,Ghana,288,2038,25,female,370927.392
GHA,Ghana,288,2038,25,male,380584.384
GHA,Ghana,288,2038,26,female,365015.392
GHA,Ghana,288,2038,26,male,373599.264
GHA,Ghana,288,2038,27,female,358112.51200000005
GHA,Ghana,288,2038,27,male,365657.344
GHA,Ghana,288,2038,28,female,349978.592
GHA,Ghana,288,2038,28,male,356566.464
GHA,Ghana,288,2038,29,female,341046.11199999996
GHA,Ghana,288,2038,29,male,346752.544
GHA,Ghana,288,2038,30,female,331991.104
GHA,Ghana,288,2038,30,male,336812.64
GHA,Ghana,288,2038,31,female,322682.43200000003
GHA,Ghana,288,2038,31,male,326602.112
GHA,Ghana,288,2038,32,female,313949.152
GHA,Ghana,288,2038,32,male,317174.592
GHA,Ghana,288,2038,33,female,306274.752
GHA,Ghana,288,2038,33,male,309108.19200000004
GHA,Ghana,288,2038,34,female,299342.56
GHA,Ghana,288,2038,34,male,301982.464
GHA,Ghana,288,2038,35,female,292301.728
GHA,Ghana,288,2038,35,male,294715.712
GHA,Ghana,288,2039,15,female,257672.768
GHA,Ghana,288,2039,15,male,269045.632
GHA,Ghana,288,2039,16,female,376694.56
GHA,Ghana,288,2039,16,male,393409.85599999997
GHA,Ghana,288,2039,17,female,454441.92
GHA,Ghana,288,2039,17,male,473390.176
GHA,Ghana,288,2039,18,female,463905.44
GHA,Ghana,288,2039,18,male,480142.016
GHA,Ghana,288,2039,19,female,428985.31200000003
GHA,Ghana,288,2039,19,male,439372.32
GHA,Ghana,288,2039,20,female,418627.13599999994
GHA,Ghana,288,2039,20,male,433313.568
GHA,Ghana,288,2039,21,female,394425.72800000006
GHA,Ghana,288,2039,21,male,407797.08800000005
GHA,Ghana,288,2039,22,female,375980.76800000004
GHA,Ghana,288,2039,22,male,388110.528
GHA,Ghana,288,2039,23,female,372723.008
GHA,Ghana,288,2039,23,male,383993.088
GHA,Ghana,288,2039,24,female,378303.36
GHA,Ghana,288,2039,24,male,388925.728
GHA,Ghana,288,2039,25,female,377131.29600000003
GHA,Ghana,288,2039,25,male,386860.192
GHA,Ghana,288,2039,26,female,372552.096
GHA,Ghana,288,2039,26,male,381258.11199999996
GHA,Ghana,288,2039,27,female,366552.25600000005
GHA,Ghana,288,2039,27,male,374226.752
GHA,Ghana,288,2039,28,female,358641.696
GHA,Ghana,288,2039,28,male,365298.91199999995
GHA,Ghana,288,2039,29,female,349462.656
GHA,Ghana,288,2039,29,male,355136.032
GHA,Ghana,288,2039,30,female,340193.952
GHA,Ghana,288,2039,30,male,344892.96
GHA,Ghana,288,2039,31,female,330655.61600000004
GHA,Ghana,288,2039,31,male,334370.17600000004
GHA,Ghana,288,2039,32,female,321524.576
GHA,Ghana,288,2039,32,male,324470.816
GHA,Ghana,288,2039,33,female,313275.776
GHA,Ghana,288,2039,33,male,315772.416
GHA,Ghana,288,2039,34,female,305670.07999999996
GHA,Ghana,288,2039,34,male,307933.632
GHA,Ghana,288,2039,35,female,297905.34400000004
GHA,Ghana,288,2039,35,male,299913.216
GHA,Ghana,288,2040,15,female,257840.96
GHA,Ghana,288,2040,15,male,269323.36000000004
GHA,Ghana,288,2040,16,female,377011.04
GHA,Ghana,288,2040,16,male,393895.20000000007
GHA,Ghana,288,2040,17,female,454916.63999999996
GHA,Ghana,288,2040,17,male,474024.0
GHA,Ghana,288,2040,18,female,464534.24
GHA,Ghana,288,2040,18,male,480812.8
GHA,Ghana,288,2040,19,female,429797.12
GHA,Ghana,288,2040,19,male,440044.63999999996
GHA,Ghana,288,2040,20,female,420044.32
GHA,Ghana,288,2040,20,male,434736.8
GHA,Ghana,288,2040,21,female,396164.63999999996
GHA,Ghana,288,2040,21,male,409499.68
GHA,Ghana,288,2040,22,female,378364.64
GHA,Ghana,288,2040,22,male,390442.08
GHA,Ghana,288,2040,23,female,376229.43999999994
GHA,Ghana,288,2040,23,male,387474.88
GHA,Ghana,288,2040,24,female,383196.95999999996
GHA,Ghana,288,2040,24,male,393846.55999999994
GHA,Ghana,288,2040,25,female,383335.2
GHA,Ghana,288,2040,25,male,393135.99999999994
GHA,Ghana,288,2040,26,female,380088.8
GHA,Ghana,288,2040,26,male,388916.96
GHA,Ghana,288,2040,27,female,374991.99999999994
GHA,Ghana,288,2040,27,male,382796.16
GHA,Ghana,288,2040,28,female,367304.8
GHA,Ghana,288,2040,28,male,374031.36
GHA,Ghana,288,2040,29,female,357879.19999999995
GHA,Ghana,288,2040,29,male,363519.51999999996
GHA,Ghana,288,2040,30,female,348396.8
GHA,Ghana,288,2040,30,male,352973.28
GHA,Ghana,288,2040,31,female,338628.8
GHA,Ghana,288,2040,31,male,342138.24
GHA,Ghana,288,2040,32,female,329100.0
GHA,Ghana,288,2040,32,male,331767.04000000004
GHA,Ghana,288,2040,33,female,320276.8
GHA,Ghana,288,2040,33,male,322436.64
GHA,Ghana,288,2040,34,female,311997.60000000003
GHA,Ghana,288,2040,34,male,313884.8
GHA,Ghana,288,2040,35,female,303508.96
GHA,Ghana,288,2040,35,male,305110.72000000003
KEN,Kenya,404,2015,15,female,341486.56
KEN,Kenya,404,2015,15,male,344435.68
KEN,Kenya,404,2015,16,female,499980.48
KEN,Kenya,404,2015,16,male,504210.87999999995
KEN,Kenya,404,2015,17,female,598556.48
KEN,Kenya,404,2015,17,male,603517.28
KEN,Kenya,404,2015,18,female,598733.2799999999
KEN,Kenya,404,2015,18,male,603542.88
KEN,Kenya,404,2015,19,female,535443.2
KEN,Kenya,404,2015,19,male,539493.2799999999
KEN,Kenya,404,2015,20,female,498408.32
KEN,Kenya,404,2015,20,male,501251.68
KEN,Kenya,404,2015,21,female,445990.88000000006
KEN,Kenya,404,2015,21,male,447859.2
KEN,Kenya,404,2015,22,female,408108.48
KEN,Kenya,404,2015,22,male,409039.2
KEN,Kenya,404,2015,23,female,401669.27999999997
KEN,Kenya,404,2015,23,male,401828.0
KEN,Kenya,404,2015,24,female,414323.04
KEN,Kenya,404,2015,24,male,413821.92
KEN,Kenya,404,2015,25,female,416891.2
KEN,Kenya,404,2015,25,male,415650.88
KEN,Kenya,404,2015,26,female,415305.28
KEN,Kenya,404,2015,26,male,413272.8
KEN,Kenya,404,2015,27,female,411136.48
KEN,Kenya,404,2015,27,male,408460.00000000006
KEN,Kenya,404,2015,28,female,402284.48000000004
KEN,Kenya,404,2015,28,male,399189.6
KEN,Kenya,404,2015,29,female,390282.56
KEN,Kenya,404,2015,29,male,386926.72
KEN,Kenya,404,2015,30,female,378900.48000000004
KEN,Kenya,404,2015,30,male,375288.32
KEN,Kenya,404,2015,31,female,367547.68
KEN,Kenya,404,2015,31,male,363705.76
KEN,Kenya,404,2015,32,female,355295.67999999993
KEN,Kenya,404,2015,32,male,351256.16000000003
KEN,Kenya,404,2015,33,female,342111.68
KEN,Kenya,404,2015,33,male,337891.36000000004
KEN,Kenya,404,2015,34,female,328244.48
KEN,Kenya,404,2015,34,male,323858.4
KEN,Kenya,404,2015,35,female,314072.63999999996
KEN,Kenya,404,2015,35,male,309525.92000000004
KEN,Kenya,404,2016,15,female,350286.208
KEN,Kenya,404,2016,15,male,353537.312
KEN,Kenya,404,2016,16,female,512665.02400000003
KEN,Kenya,404,2016,16,male,517351.264
KEN,Kenya,404,2016,17,female,613894.6240000001
KEN,Kenya,404,2016,17,male,619363.9040000001
KEN,Kenya,404,2016,18,female,614694.464
KEN,Kenya,404,2016,18,male,619903.744
KEN,Kenya,404,2016,19,female,550619.68
KEN,Kenya,404,2016,19,male,554863.7760000001
KEN,Kenya,404,2016,20,female,515359.90400000004
KEN,Kenya,404,2016,20,male,518348.6400000001
KEN,Kenya,404,2016,21,female,463574.752
KEN,Kenya,404,2016,21,male,465440.288
KEN,Kenya,404,2016,22,female,425076.672
KEN,Kenya,404,2016,22,male,425932.28799999994
KEN,Kenya,404,2016,23,female,416271.872
KEN,Kenya,404,2016,23,male,416411.00800000003
KEN,Kenya,404,2016,24,female,425536.80000000005
KEN,Kenya,404,2016,24,male,425147.776
KEN,Kenya,404,2016,25,female,424775.04
KEN,Kenya,404,2016,25,male,423756.992
KEN,Kenya,404,2016,26,female,419525.88800000004
KEN,Kenya,404,2016,26,male,417831.104
KEN,Kenya,404,2016,27,female,413258.688
KEN,Kenya,404,2016,27,male,410969.984
